V1,MERCHANDISE,SPOSTMIN,DAYOFWEEK,DAYOFYEAR,WEEKOFYEAR,MONTHOFYEAR,HOLIDAYPX,HOLIDAYM,WDWEVENT,WDWRACE,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKEVENT,EPEVENT,HSEVENT,AKEVENT,INSESSION,INSESSION_ENROLLMENT,INSESSION_WDW,INSESSION_DLR,INSESSION_SQRT_WDW,INSESSION_SQRT_DLR,INSESSION_CALIFORNIA,INSESSION_DC,INSESSION_CENTRAL_FL,INSESSION_DRIVE1_FL,INSESSION_DRIVE2_FL,INSESSION_DRIVE_CA,INSESSION_FLORIDA,INSESSION_MARDI_GRAS,INSESSION_MIDWEST,INSESSION_NY_NJ,INSESSION_NY_NJ_PA,INSESSION_NEW_ENGLAND,INSESSION_NEW_JERSEY,INSESSION_NOTHWEST,INSESSION_PLANES,INSESSION_SOCAL,INSESSION_SOUTHWEST,MKEMHMORN,MKEMHMYEST,MKEMHMTOM,MKEMHEVE,MKHOURSEMH,MKHOURSEMHYEST,MKHOURSEMHTOM,MKEMHEYEST,MKEMHETOM,EPEMHMORN,EPEMHMYEST,EPEMHMTOM,EPEMHEVE,EPEMHEYEST,EPEMHETOM,EPHOURSEMH,EPHOURSEMHYEST,EPHOURSEMHTOM,HSEMHMORN,HSEMHMYEST,HSEMHMTOM,HSEMHEVE,HSEMHEYEST,HSEMHETOM,HSHOURSEMH,HSHOURSEMHYEST,HSHOURSEMHTOM,AKEMHMORN,AKEMHMYEST,AKEMHMTOM,AKEMHEVE,AKEMHEYEST,AKEMHETOM,AKHOURSEMH,AKHOURSEMHYEST,AKHOURSEMHTOM,MKHOURS,MKHOURSYEST,MKHOURSTOM,EPHOURS,EPHOURSYEST,EPHOURSTOM,HSHOURS,HSHOURSYEST,HSHOURSTOM,AKHOURS,AKHOURSYEST,AKHOURSTOM,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,WDWMINTEMP_MEAN,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CAPACITYLOST_MK,CAPACITYLOST_EP,CAPACITYLOST_HS,CAPACITYLOST_AK,CAPACITYLOSTWGT_MK,CAPACITYLOSTWGT_EP,CAPACITYLOSTWGT_HS,CAPACITYLOSTWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDNGT,MKFIREWK,EPFIREWK,HSPRDDAY,HSFIREWK,HSSHWNGT,HSFIREWKS,AKPRDDAY,AKSHWNGT,HOLIDAY 0,HOLIDAY 1,SEASON 1,SEASON 2,SEASON 3,SEASON 4,SEASON 5,SEASON 6,SEASON 7,SEASON 8,SEASON 9,SEASON 10,SEASON 11,SEASON 12,SEASON 13,SEASON 14,SEASON 15,SEASON 16,SEASON 17,WDW_TICKET_SEASON 1,WDW_TICKET_SEASON 2,WDW_TICKET_SEASON 3,WDWSEASON 1,WDWSEASON 2,WDWSEASON 3,WDWSEASON 4,WDWSEASON 5,WDWSEASON 6,WDWSEASON 7,WDWSEASON 8,WDWSEASON 9,WDWSEASON 10,WDWSEASON 11,WDWSEASON 12,WDWSEASON 13,WDWSEASON 14,WDWSEASON 15,WDWSEASON 16,WDWSEASON 17
2252,1364,30,4,157,23,6,10,0,0,0,78.14,72.56,75.35,0,0,0,0,43,51,22,72,41,58,68,83,0,26,33,64,33,4,56,100,100,100,100,78,0,0,45,0,0,0,1,16,14,14,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.012857143,90.5,72.1,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2253,1364,30,4,157,23,6,10,0,0,0,78.14,72.56,75.35,0,0,0,0,43,51,22,72,41,58,68,83,0,26,33,64,33,4,56,100,100,100,100,78,0,0,45,0,0,0,1,16,14,14,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.012857143,90.5,72.1,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2254,1364,10,4,157,23,6,10,0,0,0,78.14,72.56,75.35,0,0,0,0,43,51,22,72,41,58,68,83,0,26,33,64,33,4,56,100,100,100,100,78,0,0,45,0,0,0,1,16,14,14,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.012857143,90.5,72.1,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2255,1364,30,4,157,23,6,10,0,0,0,78.14,72.56,75.35,0,0,0,0,43,51,22,72,41,58,68,83,0,26,33,64,33,4,56,100,100,100,100,78,0,0,45,0,0,0,1,16,14,14,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.012857143,90.5,72.1,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2256,1364,10,4,157,23,6,10,0,0,0,78.14,72.56,75.35,0,0,0,0,43,51,22,72,41,58,68,83,0,26,33,64,33,4,56,100,100,100,100,78,0,0,45,0,0,0,1,16,14,14,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.012857143,90.5,72.1,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2257,1364,10,4,157,23,6,10,0,0,0,78.14,72.56,75.35,0,0,0,0,43,51,22,72,41,58,68,83,0,26,33,64,33,4,56,100,100,100,100,78,0,0,45,0,0,0,1,16,14,14,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.012857143,90.5,72.1,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2258,915,5,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2259,915,25,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2260,915,55,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2261,915,35,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2262,915,55,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2263,915,35,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2264,915,45,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2265,915,50,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2266,915,-999,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2267,915,45,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2268,915,35,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2269,915,40,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2271,915,10,5,158,23,6,11,0,0,0,81.39,72.88,77.13,0,0,0,0,42,43,19,71,35,54,68,83,0,26,33,64,33,4,56,3,17,100,100,78,0,0,45,0,0,1,0,14,16,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,17,17,17,14,14,13,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,72.077142857,90.6,72.3,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2272,1332,5,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2273,1332,40,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2274,1332,-999,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2275,1332,30,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2276,1332,-999,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2277,1332,55,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2278,1332,45,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2279,1332,-999,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2280,1332,30,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2281,1332,-999,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2282,1332,35,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2283,1332,45,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2284,1332,10,6,159,23,6,10,0,0,0,88.26,69.4,78.83,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,1,0,0,0,14,14,14,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,17,17,18,13,14,14,12,12,12,12.5,12.5,12.5,15,15,15,1,1,0,0,71.491428571,90.6,72.4,0.28,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2285,968,10,7,160,23,6,9,0,0,0,85.62,74,79.81,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,0,1,0,0,14,14,13,0,0,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,12.5,12.5,13.5,1,0,0,1,1,1,18,17,17,14,13,13,12,12,12,12.5,12.5,12.5,15,15,15,2,1,0,0,72.659285714,90.6,72.6,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2286,968,60,7,160,23,6,9,0,0,0,85.62,74,79.81,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,0,1,0,0,14,14,13,0,0,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,12.5,12.5,13.5,1,0,0,1,1,1,18,17,17,14,13,13,12,12,12,12.5,12.5,12.5,15,15,15,2,1,0,0,72.659285714,90.6,72.6,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2287,968,45,7,160,23,6,9,0,0,0,85.62,74,79.81,0,0,0,0,38,42,14,69,30,50,65,83,0,2,14,46,0,4,47,100,100,72,100,78,0,0,15,0,1,0,0,14,14,13,0,0,0,0,0,0,0,0,12,12,12,0,0,1,0,0,0,12.5,12.5,13.5,1,0,0,1,1,1,18,17,17,14,13,13,12,12,12,12.5,12.5,12.5,15,15,15,2,1,0,0,72.659285714,90.6,72.6,0.27,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
