V1,MERCHANDISE,SPOSTMIN,DAYOFWEEK,DAYOFYEAR,WEEKOFYEAR,MONTHOFYEAR,HOLIDAYPX,HOLIDAYM,WDWEVENT,WDWRACE,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKEVENT,EPEVENT,HSEVENT,AKEVENT,INSESSION,INSESSION_ENROLLMENT,INSESSION_WDW,INSESSION_DLR,INSESSION_SQRT_WDW,INSESSION_SQRT_DLR,INSESSION_CALIFORNIA,INSESSION_DC,INSESSION_CENTRAL_FL,INSESSION_DRIVE1_FL,INSESSION_DRIVE2_FL,INSESSION_DRIVE_CA,INSESSION_FLORIDA,INSESSION_MARDI_GRAS,INSESSION_MIDWEST,INSESSION_NY_NJ,INSESSION_NY_NJ_PA,INSESSION_NEW_ENGLAND,INSESSION_NEW_JERSEY,INSESSION_NOTHWEST,INSESSION_PLANES,INSESSION_SOCAL,INSESSION_SOUTHWEST,MKEMHMORN,MKEMHMYEST,MKEMHMTOM,MKEMHEVE,MKHOURSEMH,MKHOURSEMHYEST,MKHOURSEMHTOM,MKEMHEYEST,MKEMHETOM,EPEMHMORN,EPEMHMYEST,EPEMHMTOM,EPEMHEVE,EPEMHEYEST,EPEMHETOM,EPHOURSEMH,EPHOURSEMHYEST,EPHOURSEMHTOM,HSEMHMORN,HSEMHMYEST,HSEMHMTOM,HSEMHEVE,HSEMHEYEST,HSEMHETOM,HSHOURSEMH,HSHOURSEMHYEST,HSHOURSEMHTOM,AKEMHMORN,AKEMHMYEST,AKEMHMTOM,AKEMHEVE,AKEMHEYEST,AKEMHETOM,AKHOURSEMH,AKHOURSEMHYEST,AKHOURSEMHTOM,MKHOURS,MKHOURSYEST,MKHOURSTOM,EPHOURS,EPHOURSYEST,EPHOURSTOM,HSHOURS,HSHOURSYEST,HSHOURSTOM,AKHOURS,AKHOURSYEST,AKHOURSTOM,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,WDWMINTEMP_MEAN,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CAPACITYLOST_MK,CAPACITYLOST_EP,CAPACITYLOST_HS,CAPACITYLOST_AK,CAPACITYLOSTWGT_MK,CAPACITYLOSTWGT_EP,CAPACITYLOSTWGT_HS,CAPACITYLOSTWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDNGT,MKFIREWK,EPFIREWK,HSPRDDAY,HSFIREWK,HSSHWNGT,HSFIREWKS,AKPRDDAY,AKSHWNGT,HOLIDAY 0,HOLIDAY 1,SEASON 1,SEASON 2,SEASON 3,SEASON 4,SEASON 5,SEASON 6,SEASON 7,SEASON 8,SEASON 9,SEASON 10,SEASON 11,SEASON 12,SEASON 13,SEASON 14,SEASON 15,SEASON 16,SEASON 17,WDW_TICKET_SEASON 1,WDW_TICKET_SEASON 2,WDW_TICKET_SEASON 3,WDWSEASON 1,WDWSEASON 2,WDWSEASON 3,WDWSEASON 4,WDWSEASON 5,WDWSEASON 6,WDWSEASON 7,WDWSEASON 8,WDWSEASON 9,WDWSEASON 10,WDWSEASON 11,WDWSEASON 12,WDWSEASON 13,WDWSEASON 14,WDWSEASON 15,WDWSEASON 16,WDWSEASON 17
3210,1104,5,3,219,32,8,28,0,0,0,92.9,78.01,85.46,1,0,0,0,26,12,5,11,10,13,12,0,0,24,24,18,0,10,3,0,0,0,0,0,7,0,26,0,0,0,0,13,13,15,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,0,1,1,1,15,16,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,1,1,76.242857143,92.2,76,0.23,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3211,1104,5,3,219,32,8,28,0,0,0,92.9,78.01,85.46,1,0,0,0,26,12,5,11,10,13,12,0,0,24,24,18,0,10,3,0,0,0,0,0,7,0,26,0,0,0,0,13,13,15,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,1,0,1,1,1,15,16,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,1,1,76.242857143,92.2,76,0.23,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3212,1258,-999,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3213,1258,-999,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3214,1258,50,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3215,1258,50,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3216,1258,40,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3217,1258,45,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3218,1258,55,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3219,1258,45,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3220,1258,50,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3221,1258,40,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3222,1258,40,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3223,1258,50,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3224,1258,35,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3225,1258,10,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3226,1258,20,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3227,1258,20,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3228,1258,10,4,220,32,8,27,0,0,0,93.02,77.41,85.22,0,0,0,0,31,13,6,14,11,15,15,1,0,24,24,23,0,10,6,0,0,0,0,0,7,0,32,0,0,0,1,15,13,13,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,2,0,0,75.808571429,92.1,75.9,0.24,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3229,1205,-999,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3230,1205,-999,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3231,1205,55,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3232,1205,30,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3233,1205,45,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3234,1205,40,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3235,1205,35,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3236,1205,45,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3237,1205,45,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3238,1205,45,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3239,1205,30,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3240,1205,35,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3241,1205,25,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3242,1205,10,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3243,1205,10,5,221,32,8,26,0,0,0,92.32,77.43,84.88,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,0,0,1,0,13,15,14,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,1,1,1,15,15,15,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.567142857,92.1,75.9,0.27,12799,11599,0,0,1005101,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3244,1386,-999,6,222,32,8,25,0,0,0,89.47,76.51,82.99,0,0,0,0,37,23,30,15,28,20,18,1,60,50,44,25,33,14,6,0,0,0,0,0,10,0,32,1,0,0,0,14,13,13,0,0,0,1,0,0,0,0,12,13,12,0,0,0,0,0,0,12.5,12.5,12.5,0,0,1,1,1,1,15,15,16,13,13,13,12,12,12,12.5,12.5,12.5,13,13,13,1,1,0,0,75.622142857,92,75.9,0.24,11999,11599,0,0,1001901,999501,0,0,2400,1500,1,0,1,1,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
