"","X","SPOSTMIN","DAYOFWEEK","WEEKOFYEAR","MONTHOFYEAR","HOLIDAYPX","HOLIDAYM","WDWEVENT","WDWRACE","WDWMAXTEMP","WDWMINTEMP","WDWMEANTEMP","EPEVENT","AKEVENT","INSESSION_ENROLLMENT","INSESSION_WDW","INSESSION_DLR","INSESSION_SQRT_WDW","INSESSION_SQRT_DLR","INSESSION_CALIFORNIA","INSESSION_DC","INSESSION_CENTRAL_FL","INSESSION_DRIVE1_FL","INSESSION_DRIVE2_FL","INSESSION_DRIVE_CA","INSESSION_FLORIDA","INSESSION_MARDI_GRAS","INSESSION_MIDWEST","INSESSION_NY_NJ","INSESSION_NY_NJ_PA","INSESSION_NEW_ENGLAND","INSESSION_NEW_JERSEY","INSESSION_NOTHWEST","INSESSION_PLANES","INSESSION_SOCAL","INSESSION_SOUTHWEST","MKEMHMORN","MKEMHMYEST","MKEMHMTOM","MKEMHEVE","MKHOURSEMH","MKHOURSEMHYEST","MKHOURSEMHTOM","MKEMHEYEST","MKEMHETOM","EPEMHMORN","EPEMHMYEST","EPEMHMTOM","EPEMHEVE","EPEMHEYEST","EPEMHETOM","EPHOURSEMH","EPHOURSEMHYEST","EPHOURSEMHTOM","HSEMHMORN","HSEMHMYEST","HSEMHMTOM","HSEMHEVE","HSEMHEYEST","HSEMHETOM","HSHOURSEMH","HSHOURSEMHYEST","HSHOURSEMHTOM","AKEMHMORN","AKEMHMYEST","AKEMHMTOM","AKEMHEVE","AKEMHEYEST","AKEMHETOM","AKHOURSEMH","AKHOURSEMHYEST","AKHOURSEMHTOM","MKHOURS","MKHOURSYEST","MKHOURSTOM","EPHOURS","EPHOURSYEST","EPHOURSTOM","HSHOURS","HSHOURSYEST","HSHOURSTOM","AKHOURS","AKHOURSYEST","AKHOURSTOM","MKDAYSBEFORENONEVENT","MKDAYSSINCENONEVENT","MKEVENTSTREAK","MKEVENTSTREAK_F","WDWMINTEMP_MEAN","WEATHER_WDWHIGH","WEATHER_WDWLOW","WEATHER_WDWPRECIP","CAPACITYLOST_MK","CAPACITYLOST_EP","CAPACITYLOST_HS","CAPACITYLOST_AK","CAPACITYLOSTWGT_MK","CAPACITYLOSTWGT_EP","CAPACITYLOSTWGT_HS","CAPACITYLOSTWGT_AK","EP09CAPACITY","HS20CAPACITY","MKPRDDAY","MKPRDNGT","MKFIREWK","EPFIREWK","HSPRDDAY","HSPRDDT1","HSPRDDN","HSFIREWK","HSSHWNGT","HSFIREWKS","AKPRDDAY","AKPRDDT2","AKFIREN","AKSHWNGT","HOLIDAY 0","HOLIDAY 1","SEASON 1","SEASON 3","SEASON 5","SEASON 7","SEASON 9","SEASON 10","SEASON 11","SEASON 12","SEASON 13","SEASON 14","SEASON 15","SEASON 16","SEASON 17","WDW_TICKET_SEASON 1","WDW_TICKET_SEASON 2","WDW_TICKET_SEASON 3","WDWSEASON 1","WDWSEASON 2","WDWSEASON 3","WDWSEASON 4","WDWSEASON 5","WDWSEASON 6","WDWSEASON 7","WDWSEASON 8","WDWSEASON 9","WDWSEASON 10","WDWSEASON 11","WDWSEASON 12","WDWSEASON 13","WDWSEASON 14","WDWSEASON 15","WDWSEASON 16","WDWSEASON 17"
"981",981,30,3,11,3,4,0,0,0,66.85,55.06,60.96,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,0,16,15,17,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12,12,12,0,1,0,0,0,0,12.5,13,12,16,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.622142857,76.9,56.8,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"982",982,10,3,11,3,4,0,0,0,66.85,55.06,60.96,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,0,16,15,17,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12,12,12,0,1,0,0,0,0,12.5,13,12,16,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.622142857,76.9,56.8,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"983",983,5,3,11,3,4,0,0,0,66.85,55.06,60.96,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,0,16,15,17,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12,12,12,0,1,0,0,0,0,12.5,13,12,16,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.622142857,76.9,56.8,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"984",984,5,3,11,3,4,0,0,0,66.85,55.06,60.96,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,0,16,15,17,0,1,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,12,12,12,0,1,0,0,0,0,12.5,13,12,16,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.622142857,76.9,56.8,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"985",985,5,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"986",986,5,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"987",987,15,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"988",988,40,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"989",989,55,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"990",990,60,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"991",991,-999,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"992",992,-999,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"993",993,50,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"994",994,80,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"995",995,75,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"996",996,-999,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"997",997,-999,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"998",998,20,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"999",999,40,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1000",1000,15,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1001",1001,5,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1002",1002,5,4,11,3,3,0,0,0,59.5,45.47,52.49,1,0,79,75,88,78,81,90,94,55,85,83,81,79,16,95,100,100,100,100,100,24,0,71,0,0,0,1,17,16,15,0,0,0,0,1,0,1,0,12,14,13,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12,12.5,12.5,15,16,15,12,12,12,12,12,12,12,12.5,12.5,1,1,0,0,54.470714286,77.1,56.9,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1003",1003,5,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1004",1004,5,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1005",1005,30,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1006",1006,50,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1007",1007,45,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1008",1008,50,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1009",1009,70,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1010",1010,65,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1011",1011,55,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1012",1012,55,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1013",1013,55,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1014",1014,45,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1015",1015,50,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1016",1016,10,5,11,3,2,0,0,0,63.25,39.06,51.16,1,0,78,75,88,78,81,90,94,55,85,81,81,79,16,95,100,100,100,100,100,24,0,71,0,0,1,0,15,17,16,1,0,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,12.5,12,12,15,15,15,12,12,12,12,12,12,12.5,12,12,1,1,0,0,55.454285714,77.3,57,0.12,2000,0,0,0,12000,0,0,0,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,2,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
